On March 14 2018  Ninja set a record for all time single player stream viewership while playing Fortnite with whom?,Winner Id 1,Winner ID 2,Voter ID 1 ,Voter ID 2
0. Jay-Z,241917924,1546329933,101244018,1546329938
1. Drake,113319906,1546329908,149125,1546329927
2. Marshmello,238913683,1546329934,168066703,1546329965
3. Kendrick Lamar,215720112,1546329931,174308167,1546329939
1/1/19 2:04,140623117,1546329903,184561820,1546329904
,210047823,1546329915,28636274,1546329905
,220371230,1546329906,48007944,1546329931
,211305631,1546329936,42773296,1546329963
,26336640,1546329924,37095277,1546329906
,239203481,1546329949,82768315,1546329909
,211778763,1546329920,222397496,1546329909
,242813069,1546329958,24951223,1546329905
,93658555,1546329915,53147930,1546329905
,29571089,1546329910,44908429,1546329931
,98095215,1546329910,53583496,1546329926
,78267841,1546329912,190560813,1546329979
,112347573,1546329904,183424567,1546329960
,199239145,1546329962,134442009,1546329907
,90484968,1546329927,68891410,1546329929
,45651924,1546329921,234031477,1546329927
,189684627,1546329907,210764235,1546329961
,64604820,1546329924,197654391,1546329942
,201279050,1546329916,198672489,1546329976
,52176495,1546329915,179114547,1546329907
,23136276,1546329913,190432826,1546329950
,217394388,1546329935,26542072,1546329904
,146696512,1546329959,231517446,1546329911
,66765214,1546329915,146874554,1546329931
,81384507,1546329908,58582615,1546329954
,207867159,1546329905,207926165,1546329917
,205692701,1546329915,202704245,1546329915
,230716080,1546329924,238509924,1546329925
,111006392,1546329905,180509491,1546329950
,139305484,1546329921,146203189,1546329918
,55015067,1546329908,93954331,1546329903
,188522346,1546329912,75547375,1546329915
,198040638,1546329935,56538811,1546329955
,193227691,1546329937,76848028,1546329907
,159105305,1546329904,90445719,1546329907
,82791797,1546329916,403229159,1546329935
,280178549,1546329978,122983893,1546329906
,36209293,1546329908,939323,1546329902
,199369326,1546329907,94055159,1546329921
,76979444,1546329904,178612118,1546329904
,66983837,1546329949,66611747,1546329913
,39548474,1546329933,402278399,1546329918
,76248086,1546329926,25670380,1546329906
,52603754,1546329927,144931779,1546329947
,90353475,1546329922,224023132,1546329985
,38550019,1546329919,273661911,1546329967
,38932552,1546329910,121744306,1546329973
,9788716,1546329927,144408006,1546329926
,62231254,1546329977,90754289,1546329906
,230532708,1546329903,90273211,1546329934
,59310190,1546329914,66120368,1546329920
,403339520,1546329948,75259804,1546329968
,202706309,1546329957,231090461,1546329905
,87655681,1546329903,208293757,1546329922
,221875184,1546329939,57606989,1546329901
,162545684,1546329927,185880064,1546329910
,131822619,1546329919,53128667,1546329902
,37098347,1546329947,206899933,1546329917
,146561745,1546329905,195111246,1546329937
,186641035,1546329936,201322572,1546329919
,31402353,1546329938,97683474,1546329906
,46728072,1546329919,190564726,1546329904
,112761195,1546329902,16774915,1546329905
,143145480,1546329920,257969342,1546329905
,76565485,1546329907,40193792,1546329905
,32008369,1546329910,46786906,1546329916
,161801393,1546329923,114605682,1546329938
,156176965,1546329923,159276591,1546329929
,200252362,1546329968,25286114,1546329936
,216458406,1546329907,58196352,1546329902
,89626516,1546329913,264706256,1546329960
,44980864,1546329961,142028091,1546329956
,125314590,1546329930,153403650,1546329951
,195176400,1546329905,53127622,1546329906
,49363353,1546329904,129225966,1546329981
,280520332,1546329906,139895284,1546329903
,405068499,1546329937,264382815,1546329960
,52468547,1546329903,267804764,1546329946
,180469124,1546329935,86014056,1546329956
,229498306,1546329942,124995294,1546329927
,22083988,1546329927,142814091,1546329918
,259928139,1546329927,215255203,1546329927
,64125216,1546329949,68217235,1546329902
,72725365,1546329910,41507409,1546329929
,100792885,1546329910,39864877,1546329951
,72483219,1546329922,69560156,1546329923
,43335779,1546329965,101894225,1546329958
,116714362,1546329960,71374796,1546329927
,176089845,1546329952,92090542,1546329964
,96608803,1546329909,55166438,1546329902
,103705317,1546329916,49417014,1546329948
,73381157,1546329965,21437984,1546329913
,31483925,1546329973,40749467,1546329907
,107871625,1546329907,266266452,1546329923
,159904444,1546329960,211108862,1546329938
,95397237,1546329977,78817984,1546329904
,47315684,1546329921,99393908,1546329919
,32084514,1546329918,74033938,1546329926
,115993387,1546329911,128934261,1546329919
,211607081,1546329967,261805540,1546329920
,146383774,1546329910,51837293,1546329918
,151775295,1546329911,50666959,1546329907
,201533265,1546329943,36304983,1546329933
,117202172,1546329908,8597503,1546329917
,74769943,1546329936,108727065,1546329955
,193645639,1546329942,61468102,1546329936
,142030334,1546329911,52702787,1546329914
,27105431,1546329902,67320490,1546329951
,102428232,1546329907,207924121,1546329914
,97440695,1546329921,146861229,1546329962
,40826041,1546329907,116831040,1546329943
,151139176,1546329943,68163644,1546329912
,166551601,1546329950,106149864,1546329953
,204071411,1546329911,196111133,1546329936
,196204940,1546329907,202596011,1546329958
,38474304,1546329903,128747577,1546329958
,153981250,1546329938,68117385,1546329985
,263816410,1546329915,270613446,1546329909
,172295984,1546329929,137293400,1546329907
,152602672,1546329907,135594147,1546329944
,201155999,1546329962,66159722,1546329920
,168948853,1546329913,131673734,1546329963
,173076810,1546329910,58112094,1546329928
,190181757,1546329919,213320893,1546329944
,38910495,1546329964,193417053,1546329941
,174839158,1546329968,157276701,1546329947
,190578725,1546329914,122576915,1546329907
,223163755,1546329970,21603368,1546329904
,51608292,1546329936,105466037,1546329909
,86759776,1546329909,28992169,1546329987
,144464882,1546329955,179707710,1546329918
,213671673,1546329945,140893612,1546329978
,274586716,1546329922,273963515,1546329924
,143958427,1546329906,176554784,1546329905
,137782564,1546329930,99923514,1546329928
,160071778,1546329903,46875811,1546329914
,114160122,1546329981,124223298,1546329909
,53422019,1546329919,275618454,1546329916
,71807047,1546329914,106592776,1546329925
,50496461,1546329986,252736763,1546329965
,92568421,1546329934,106595524,1546329903
,144789972,1546329947,93744364,1546329929
,147904876,1546329929,85555024,1546329954
,140159653,1546329902,217158447,1546329905
,403113439,1546329910,191339767,1546329909
,172579584,1546329949,164799413,1546329922
,173196592,1546329909,187453769,1546329926
,102902326,1546329918,274422562,1546329908
,38410647,1546329914,256352068,1546329907
,151862048,1546329925,47368818,1546329914
,101244018,1546329938,132994929,1546329903
,149125,1546329927,120537217,1546329909
,168066703,1546329965,27409158,1546329907
,174308167,1546329939,59956460,1546329940
,184561820,1546329904,81120537,1546329920
,28636274,1546329905,157905792,1546329943
,48007944,1546329931,143184242,1546329971
,42773296,1546329963,126038810,1546329977
,37095277,1546329906,100928006,1546329907
,82768315,1546329909,56002392,1546329946
,222397496,1546329909,22844522,1546329904
,24951223,1546329905,128567238,1546329909
,53147930,1546329905,58186566,1546329906
,44908429,1546329931,233613205,1546329904
,53583496,1546329926,70690300,1546329903
,190560813,1546329979,96273134,1546329905
,183424567,1546329960,51751706,1546329941
,134442009,1546329907,51576732,1546329902
,68891410,1546329929,206384986,1546329906
,234031477,1546329927,197233665,1546329914
,210764235,1546329961,82781704,1546329936
,197654391,1546329942,197837574,1546329955
,198672489,1546329976,133596869,1546329934
,179114547,1546329907,54334708,1546329977
,190432826,1546329950,95841410,1546329955
,26542072,1546329904,89040359,1546329924
,231517446,1546329911,160656330,1546329927
,146874554,1546329931,208880946,1546329905
,58582615,1546329954,202791139,1546329908
,207926165,1546329917,98744949,1546329917
,202704245,1546329915,143532188,1546329904
,238509924,1546329925,56774171,1546329919
,180509491,1546329950,55294817,1546329924
,146203189,1546329918,200444927,1546329977
,93954331,1546329903,104007881,1546329931
,75547375,1546329915,269085180,1546329930
,56538811,1546329955,96038198,1546329905
,76848028,1546329907,87022045,1546329904
,90445719,1546329907,165884948,1546329913
,403229159,1546329935,116840892,1546329936
,122983893,1546329906,202098796,1546329907
,939323,1546329902,53393274,1546329959
,94055159,1546329921,41421915,1546329936
,178612118,1546329904,148560063,1546329958
,66611747,1546329913,194444756,1546329921
,402278399,1546329918,57303600,1546329915
,25670380,1546329906,142692934,1546329975
,144931779,1546329947,224942740,1546329906
,224023132,1546329985,46048163,1546329949
,273661911,1546329967,122898277,1546329948
,121744306,1546329973,146007990,1546329904
,144408006,1546329926,190993316,1546329985
,90754289,1546329906,74045392,1546329906
,90273211,1546329934,160153549,1546329911
,66120368,1546329920,56486022,1546329970
,75259804,1546329968,113978368,1546329905
,231090461,1546329905,263031669,1546329916
,208293757,1546329922,50194056,1546329906
,57606989,1546329901,252408582,1546329934
,185880064,1546329910,154425342,1546329953
,53128667,1546329902,220311380,1546329961
,206899933,1546329917,111078943,1546329905
,195111246,1546329937,218541380,1546329932
,201322572,1546329919,83796165,1546329951
,97683474,1546329906,194526937,1546329947
,190564726,1546329904,71453337,1546329957
,16774915,1546329905,238689846,1546329921
,257969342,1546329905,197896519,1546329907
,40193792,1546329905,219007895,1546329922
,46786906,1546329916,58465011,1546329901
,114605682,1546329938,37428877,1546329936
,25286114,1546329936,227256419,1546329928
,58196352,1546329902,86565367,1546329902
,264706256,1546329960,111812124,1546329932
,142028091,1546329956,94321923,1546329937
,53127622,1546329906,71144925,1546329931
,129225966,1546329981,219363305,1546329985
,139895284,1546329903,181230078,1546329978
,264382815,1546329960,145910857,1546329922
,267804764,1546329946,134767555,1546329936
,86014056,1546329956,73322231,1546329972
,124995294,1546329927,405103878,1546329960
,142814091,1546329918,200234207,1546329973
,68217235,1546329902,214621036,1546329910
,41507409,1546329929,127238626,1546329905
,39864877,1546329951,152429261,1546329931
,69560156,1546329923,44951147,1546329908
,101894225,1546329958,32297672,1546329904
,71374796,1546329927,166258169,1546329904
,92090542,1546329964,182181262,1546329950
,55166438,1546329902,48164469,1546329908
,49417014,1546329948,61179909,1546329937
,21437984,1546329913,162556018,1546329949
,40749467,1546329907,168482273,1546329917
,266266452,1546329923,46532123,1546329951
,211108862,1546329938,69072129,1546329923
,78817984,1546329904,271330934,1546329907
,99393908,1546329919,81898809,1546329940
,74033938,1546329926,113405193,1546329945
,128934261,1546329919,59198309,1546329912
,261805540,1546329920,38074702,1546329913
,51837293,1546329918,222398053,1546329906
,50666959,1546329907,125955766,1546329907
,36304983,1546329933,129208679,1546329959
,8597503,1546329917,263985282,1546329962
,108727065,1546329955,204619242,1546329931
,61468102,1546329936,210700341,1546329926
,52702787,1546329914,132907321,1546329939
,67320490,1546329951,144651392,1546329928
,207924121,1546329914,136938481,1546329902
,146861229,1546329962,118238105,1546329909
,116831040,1546329943,135706043,1546329965
,68163644,1546329912,221790566,1546329962
,106149864,1546329953,205673296,1546329919
,196111133,1546329936,191859771,1546329930
,202596011,1546329958,161495775,1546329931
,128747577,1546329958,86182505,1546329918
,68117385,1546329985,402164160,1546329927
,270613446,1546329909,176768627,1546329970
,137293400,1546329907,155679874,1546329987
,135594147,1546329944,146446550,1546329945
,66159722,1546329920,88369514,1546329915
,131673734,1546329963,156795070,1546329909
,58112094,1546329928,127177895,1546329933
,213320893,1546329944,49800569,1546329906
,193417053,1546329941,185747053,1546329937
,157276701,1546329947,226630306,1546329947
,122576915,1546329907,37271685,1546329903
,21603368,1546329904,247016319,1546329908
,105466037,1546329909,219117442,1546329945
,28992169,1546329987,103448718,1546329931
,179707710,1546329918,71919025,1546329956
,140893612,1546329978,16008511,1546329965
,273963515,1546329924,88811290,1546329906
,176554784,1546329905,188069976,1546329908
,99923514,1546329928,159591906,1546329905
,46875811,1546329914,80308870,1546329920
,124223298,1546329909,32223292,1546329908
,275618454,1546329916,193622583,1546329958
,106592776,1546329925,132608541,1546329908
,252736763,1546329965,26812351,1546329921
,106595524,1546329903,80412773,1546329906
,93744364,1546329929,224486367,1546329906
,85555024,1546329954,194469275,1546329939
,217158447,1546329905,120435561,1546329963
,191339767,1546329909,64579219,1546329934
,164799413,1546329922,188660481,1546329942
,187453769,1546329926,95026755,1546329947
,274422562,1546329908,201187807,1546329916
,256352068,1546329907,71297303,1546329958
,47368818,1546329914,53374119,1546329933
,132994929,1546329903,161494381,1546329931
,120537217,1546329909,101579557,1546329953
,27409158,1546329907,210810091,1546329909
,59956460,1546329940,196158942,1546329975
,157905792,1546329943,106544301,1546329915
,143184242,1546329971,86140533,1546329979
,126038810,1546329977,145770925,1546329931
,100928006,1546329907,209615968,1546329908
,56002392,1546329946,198562787,1546329967
,22844522,1546329904,100030563,1546329926
,128567238,1546329909,80326873,1546329944
,58186566,1546329906,118156937,1546329908
,233613205,1546329904,197032615,1546329924
,70690300,1546329903,23203601,1546329923
,96273134,1546329905,50347396,1546329937
,51751706,1546329941,213635216,1546329929
,51576732,1546329902,104455793,1546329934
,206384986,1546329906,76952187,1546329938
,197233665,1546329914,26670895,1546329922
,82781704,1546329936,117003125,1546329917
,197837574,1546329955,196294497,1546329924
,133596869,1546329934,200089233,1546329905
,54334708,1546329977,264955797,1546329919
,95841410,1546329955,94255464,1546329952
,89040359,1546329924,29670156,1546329969
,160656330,1546329927,190020998,1546329923
,208880946,1546329905,153749034,1546329909
,202791139,1546329908,405604735,1546329920
,98744949,1546329917,238416549,1546329924
,143532188,1546329904,76967643,1546329906
,56774171,1546329919,23062764,1546329918
,55294817,1546329924,47890029,1546329905
,200444927,1546329977,154010159,1546329982
,104007881,1546329931,68177605,1546329912
,269085180,1546329930,188978130,1546329902
,96038198,1546329905,152334014,1546329920
,87022045,1546329904,212554747,1546329903
,165884948,1546329913,145795736,1546329919
,116840892,1546329936,37460470,1546329922
,202098796,1546329907,131198469,1546329978
,53393274,1546329959,85199961,1546329920
,41421915,1546329936,163556581,1546329940
,148560063,1546329958,226168661,1546329919
,194444756,1546329921,113178100,1546329910
,57303600,1546329915,45911738,1546329967
,142692934,1546329975,84028297,1546329935
,224942740,1546329906,187257978,1546329947
,46048163,1546329949,41942062,1546329908
,122898277,1546329948,139601506,1546329905
,146007990,1546329904,125545795,1546329903
,190993316,1546329985,235864896,1546329935
,74045392,1546329906,200889932,1546329958
,160153549,1546329911,86189543,1546329905
,56486022,1546329970,60327569,1546329906
,113978368,1546329905,182464569,1546329930
,50194056,1546329906,197738704,1546329913
,252408582,1546329934,143637054,1546329903
,154425342,1546329953,40952772,1546329940
,220311380,1546329961,56777775,1546329970
,111078943,1546329905,174696559,1546329983
,218541380,1546329932,47370451,1546329947
,83796165,1546329951,39020490,1546329915
,194526937,1546329947,209082430,1546329909
,71453337,1546329957,197471388,1546329907
,238689846,1546329921,164382418,1546329967
,197896519,1546329907,186544671,1546329906
,219007895,1546329922,201743451,1546329970
,58465011,1546329901,268653348,1546329922
,37428877,1546329936,25605902,1546329902
,227256419,1546329928,197413812,1546329944
,86565367,1546329902,198829249,1546329927
,111812124,1546329932,206965500,1546329911
,94321923,1546329937,260351309,1546329902
,71144925,1546329931,230394111,1546329921
,181230078,1546329978,94822206,1546329927
,145910857,1546329922,100382163,1546329926
,134767555,1546329936,115267379,1546329906
,73322231,1546329972,149757953,1546329916
,405103878,1546329960,44695135,1546329961
,200234207,1546329973,221111164,1546329903
,214621036,1546329910,59129730,1546329948
,127238626,1546329905,40272588,1546329915
,152429261,1546329931,190936257,1546329906
,44951147,1546329908,142006702,1546329913
,32297672,1546329904,103588595,1546329931
,166258169,1546329904,248274561,1546329906
,182181262,1546329950,268458052,1546329929
,48164469,1546329908,183789263,1546329934
,61179909,1546329937,259148005,1546329918
,162556018,1546329949,164210240,1546329923
,168482273,1546329917,227402152,1546329905
,46532123,1546329951,93955097,1546329914
,69072129,1546329923,125999065,1546329939
,271330934,1546329907,268888855,1546329923
,81898809,1546329940,200040495,1546329913
,113405193,1546329945,166547611,1546329966
,59198309,1546329912,405786984,1546329959
,38074702,1546329913,31632225,1546329931
,222398053,1546329906,46543338,1546329915
,125955766,1546329907,271137797,1546329969
,129208679,1546329959,205722964,1546329913
,263985282,1546329962,198385588,1546329911
,204619242,1546329931,405777015,1546329924
,210700341,1546329926,86504946,1546329913
,132907321,1546329939,202056823,1546329945
,144651392,1546329928,126870414,1546329914
,136938481,1546329902,154599691,1546329908
,118238105,1546329909,226710904,1546329907
,135706043,1546329965,48021499,1546329976
,221790566,1546329962,238254933,1546329905
,205673296,1546329919,80154319,1546329929
,191859771,1546329930,25684549,1546329904
,161495775,1546329931,233459776,1546329908
,86182505,1546329918,190571125,1546329920
,402164160,1546329927,53554458,1546329941
,176768627,1546329970,237381975,1546329929
,155679874,1546329987,184638466,1546329913
,146446550,1546329945,110503727,1546329920
,88369514,1546329915,107938310,1546329910
,156795070,1546329909,221542062,1546329941
,127177895,1546329933,219316725,1546329908
,49800569,1546329906,52480636,1546329906
,185747053,1546329937,83730531,1546329930
,226630306,1546329947,213002942,1546329941
,37271685,1546329903,100279390,1546329927
,247016319,1546329908,151555229,1546329937
,219117442,1546329945,95812612,1546329926
,103448718,1546329931,190178240,1546329938
,71919025,1546329956,268341248,1546329979
,88811290,1546329906,208939551,1546329932
,188069976,1546329908,144712978,1546329936
,159591906,1546329905,53074247,1546329944
,80308870,1546329920,193959688,1546329906
,32223292,1546329908,81152597,1546329947
,193622583,1546329958,63120247,1546329929
,132608541,1546329908,221715514,1546329907
,26812351,1546329921,228541986,1546329925
,80412773,1546329906,201762620,1546329903
,224486367,1546329906,177262408,1546329907
,194469275,1546329939,69377055,1546329936
,120435561,1546329963,253351218,1546329943
,64579219,1546329934,133978341,1546329924
,188660481,1546329942,39476296,1546329922
,95026755,1546329947,214410957,1546329906
,201187807,1546329916,61614056,1546329959
,71297303,1546329958,36202044,1546329904
,53374119,1546329933,221367673,1546329953
,161494381,1546329931,205458085,1546329934
,101579557,1546329953,213035041,1546329925
